"","genotypeX2500amol.genotypeX125amol.estimate","genotypeX2500amol.genotypeX125amol.se","genotypeX2500amol.genotypeX125amol.df","genotypeX2500amol.genotypeX125amol.Tval","genotypeX2500amol.genotypeX125amol.pval","genotypeX2500amol.genotypeX125amol.qval","genotypeX50000amol.genotypeX125amol.estimate","genotypeX50000amol.genotypeX125amol.se","genotypeX50000amol.genotypeX125amol.df","genotypeX50000amol.genotypeX125amol.Tval","genotypeX50000amol.genotypeX125amol.pval","genotypeX50000amol.genotypeX125amol.qval","genotypeX500amol.genotypeX125amol.estimate","genotypeX500amol.genotypeX125amol.se","genotypeX500amol.genotypeX125amol.df","genotypeX500amol.genotypeX125amol.Tval","genotypeX500amol.genotypeX125amol.pval","genotypeX500amol.genotypeX125amol.qval","genotypeX12500amol.genotypeX125amol.estimate","genotypeX12500amol.genotypeX125amol.se","genotypeX12500amol.genotypeX125amol.df","genotypeX12500amol.genotypeX125amol.Tval","genotypeX12500amol.genotypeX125amol.pval","genotypeX12500amol.genotypeX125amol.qval","genotypeX25000amol.genotypeX125amol.estimate","genotypeX25000amol.genotypeX125amol.se","genotypeX25000amol.genotypeX125amol.df","genotypeX25000amol.genotypeX125amol.Tval","genotypeX25000amol.genotypeX125amol.pval","genotypeX25000amol.genotypeX125amol.qval","genotypeX250amol.genotypeX125amol.estimate","genotypeX250amol.genotypeX125amol.se","genotypeX250amol.genotypeX125amol.df","genotypeX250amol.genotypeX125amol.Tval","genotypeX250amol.genotypeX125amol.pval","genotypeX250amol.genotypeX125amol.qval","genotypeX5000amol.genotypeX125amol.estimate","genotypeX5000amol.genotypeX125amol.se","genotypeX5000amol.genotypeX125amol.df","genotypeX5000amol.genotypeX125amol.Tval","genotypeX5000amol.genotypeX125amol.pval","genotypeX5000amol.genotypeX125amol.qval","genotypeX50amol.genotypeX125amol.estimate","genotypeX50amol.genotypeX125amol.se","genotypeX50amol.genotypeX125amol.df","genotypeX50amol.genotypeX125amol.Tval","genotypeX50amol.genotypeX125amol.pval","genotypeX50amol.genotypeX125amol.qval"
"P32771",0.0833202132062467,0.0644481196424383,23.5114604836373,1.2928261316003,0.208631790312344,0.488488330791741,-0.00418075978947148,0.0679207968940947,23.5114604836373,-0.0615534560937251,0.951438714837465,1,0.0647521399823638,0.0644481196424383,23.5114604836373,1.00471728797694,0.325261999111889,0.965892869512137,0.00321443042491314,0.0644481196424383,23.5114604836373,0.0498762484110781,0.960642305836528,1,0.0282998293709919,0.0644481196424383,23.5114604836373,0.439110241353835,0.664590825425331,0.986011802910089,-0.00962183836182765,0.0644481196424383,23.5114604836373,-0.149295874188574,0.882593412661031,1,0.0159183592682582,0.0654493323340409,23.5114604836373,0.243216526442378,0.809947130632789,1,-0.0734660164140136,0.0667744000297999,23.5114604836373,-1.10021230263735,0.282377220804645,0.807389683189578
"P04801",0.0310898307139218,0.0422076483450353,204.435287197083,0.736592346007327,0.462214711672587,0.794271400324291,-0.0972988846147578,0.042941851885774,204.435287197083,-2.26582879736008,0.0245094818339694,0.0830125493420094,0.0251374932282063,0.0416926312055612,204.435287197083,0.602924125950902,0.547227426228069,1,0.00442671157167541,0.0422361904289863,204.435287197083,0.104808495432803,0.916630525648422,1,-0.0530089281772443,0.0427937470765207,204.435287197083,-1.23870732989232,0.216874291366974,0.504737464893107,0.00666313774459949,0.0419833523112936,204.435287197083,0.158709044842212,0.87405478255386,1,0.0473541548742915,0.0420607820230695,204.435287197083,1.12585055713702,0.261548711944486,0.547838518262099,-0.0440063856546421,0.04418192953353,204.435287197083,-0.99602679464792,0.320414580918854,0.839957862341227
"P15625",-2.42073145960347e-11,1.81812913456782e-06,229.013435084726,-1.33144088259654e-05,0.999989388229273,1,-9.13317500107248e-11,1.80089529413775e-06,229.013435084726,-5.07146363855949e-05,0.999959579722942,1,-2.08920642236824e-11,1.81812913456973e-06,229.013435084726,-1.14909682851689e-05,0.999990841536979,1,-5.82080900598353e-11,1.81812913456287e-06,229.013435084726,-3.20153772101729e-05,0.999974483294972,1,-4.77167432675594e-11,1.83656004932556e-06,229.013435084726,-2.59815862188021e-05,0.999979292311085,1,-3.21967701886675e-11,1.80089529412273e-06,229.013435084726,-1.78782021885129e-05,0.999985750821902,1,6.13694039046511e-12,1.83656004932743e-06,229.013435084726,3.34154082939599e-06,0.999997336745054,1,-3.14282837520312e-11,1.80089529413531e-06,229.013435084726,-1.7451477525861e-05,0.999986090927448,1
"P20081",0.144345783051187,0.0273289901577782,98.3814254861745,5.28178254000007,7.67427217702811e-07,1.98252031239893e-05,-0.20558976268632,0.0279916864796202,98.3814254861745,-7.34467224173873,6.06573582167563e-11,1.68757435895904e-09,0.127389608267287,0.0276479721072249,98.3814254861745,4.60755703070166,1.22291514896422e-05,0.00158367511790867,-0.00230966165979959,0.0274273304027435,98.3814254861745,-0.084210224833568,0.933060408134123,1,-0.0433549513662648,0.0281978844015816,98.3814254861745,-1.537524969917,0.127374897875684,0.355091891559911,0.034106728419136,0.0275261638081282,98.3814254861745,1.23906580869306,0.218269065637052,1,0.147254308971154,0.0275869813778296,98.3814254861745,5.33781884122688,6.04383475179152e-07,1.26593836017255e-05,0.00671983931518108,0.0284920732526645,98.3814254861745,0.23584943277347,0.814039795499126,1
"P40531",0.0225608760796843,0.0337346643385939,158.697281511682,0.66877428668747,0.504611125438201,0.840316810561071,-0.0320792320207387,0.0357425309255588,158.697281511682,-0.897508687550704,0.370807111098043,0.662175193955395,0.00893392879978217,0.0346048815356019,158.697281511682,0.258169610856515,0.796610515280762,1,-0.0105697151078107,0.0346897308223941,158.697281511682,-0.30469291220292,0.760999256136397,1,-0.0373104813417263,0.0348243823298168,158.697281511682,-1.07138960824528,0.285620937726664,0.612393411110778,0.0176418772919679,0.0352051633577574,158.697281511682,0.501116188914959,0.616983724933276,1,0.013312556225616,0.0347333788679033,158.697281511682,0.383278467558421,0.702026239977876,1,-0.00999140190814219,0.0352246989003092,158.697281511682,-0.283647617156906,0.777050150599725,1
"P43616",-0.204160354395932,0.0514385353962349,72.6441410631167,-3.96901569656425,0.000167766685090487,0.00196998759007768,-0.367227596189145,0.052317355880999,72.6441410631167,-7.01923080792617,9.80139015185378e-10,2.31372209948306e-08,-0.0186417491419955,0.0514385353962349,72.6441410631167,-0.362408241183322,0.718099205334579,1,-0.264948518334358,0.0522749039822633,72.6441410631167,-5.06836929675191,2.95080513302963e-06,6.34423103601371e-05,-0.395179732659884,0.0535710361839033,72.6441410631167,-7.3767423744293,2.12409075307012e-10,7.48259242558793e-09,-0.0684786283131212,0.0515282514169347,72.6441410631167,-1.3289530777793,0.188022573961314,1,-0.197788472837747,0.0514777094915415,72.6441410631167,-3.84221587928744,0.000258642262442847,0.00241503317341213,-0.122305264456558,0.0522047146998674,72.6441410631167,-2.34280112744049,0.0218815588913313,0.19196094845577
"P07283",-3.20501931224341e-20,1.33314493418229e-10,132.066260692011,-2.40410418257281e-10,0.999999999808543,1,-2.66052344270083e-20,1.33314493418229e-10,132.066260692011,-1.99567456957162e-10,0.999999999841069,1,-9.62533449074864e-20,1.33314493418229e-10,132.066260692011,-7.22002105243906e-10,0.999999999425015,1,-6.14420398965458e-20,1.33314493418229e-10,132.066260692011,-4.60880421334176e-10,0.999999999632966,1,-2.00548320997475e-20,1.33314493418229e-10,132.066260692011,-1.50432496764116e-10,0.999999999880199,1,-1.66625617409223e-19,1.33314493418229e-10,132.066260692011,-1.24986873622579e-09,0.999999999004635,1,-1.34327423302774e-20,1.33314493418229e-10,132.066260692011,-1.00759804773339e-10,0.999999999919757,1,-1.0584287423897e-19,1.33314493418229e-10,132.066260692011,-7.93933739124097e-10,0.999999999367731,1
"P49435",0.0729923999129736,0.0823242523009619,20.8791868362271,0.886645160725264,0.385369027699856,0.715399969637354,-0.421128125796563,0.0777488626836189,20.8791868362271,-5.4165181490853,2.3011010904391e-05,0.000259790978181458,0.108360760203723,0.0744393845559238,20.8791868362271,1.4556912426152,0.160350445661969,0.677132044996466,-0.0411698627787724,0.0806261769393223,20.8791868362271,-0.510626502975032,0.614969240948012,0.953648616729799,-0.203202919986213,0.0812103217108209,20.8791868362271,-2.50218095071451,0.0207329870561912,0.0887738396052388,-0.0251793956566012,0.0744393845559238,20.8791868362271,-0.338253678570983,0.738549683895903,1,0.0688561931523602,0.0744393845559238,20.8791868362271,0.9249968086535,0.365535805221001,0.688715882084841,0.0194350221554494,0.0744393845559238,20.8791868362271,0.261085207399163,0.796584762995618,1
"P32447",5.21068479633332e-20,2.01535652894557e-10,26.4516271397249,2.58549031970018e-10,0.999999999795648,1,-1.60786760458173e-19,2.01535652894557e-10,26.4516271397249,-7.97808021304777e-10,0.999999999369428,1,1.08304093652119e-19,2.01535652894557e-10,26.4516271397249,5.37394213364242e-10,0.999999999575254,1,-2.50942433347124e-19,2.01535652894557e-10,26.4516271397249,-1.24515156372067e-09,0.999999999015856,1,1.63265673365628e-19,2.01535652894557e-10,26.4516271397249,8.10108142260309e-10,0.999999999359706,1,2.73605133658119e-20,2.01535652894557e-10,26.4516271397249,1.35760164382065e-10,0.999999999892698,1,-1.03007860913964e-19,2.01535652894557e-10,26.4516271397249,-5.11114829731183e-10,0.999999999596025,1,5.3418871609724e-20,2.01535652894557e-10,26.4516271397249,2.65059163688881e-10,0.999999999790502,1
"P35719",0.255675887474507,0.0500753556154502,72.7510239437722,5.1058227012495,2.54511913555207e-06,5.63562094300815e-05,-0.146606459132394,0.0503467914084125,72.7510239437722,-2.91193251905816,0.00476614376946472,0.0218401529200766,0.11288638042158,0.0506622795685679,72.7510239437722,2.22821360157702,0.0289574846066048,0.299999540524426,0.13147468468489,0.0502616879901818,72.7510239437722,2.61580320801348,0.0108175139889598,0.0607006833841908,0.101558318740943,0.0507572674605926,72.7510239437722,2.00086261183765,0.049138761289027,0.17154297296845,0.117556254287902,0.0501826513156444,72.7510239437722,2.34256762458571,0.0218901539674657,0.484874263623343,0.211570497709947,0.0506217965727919,72.7510239437722,4.17943478963094,8.03402575775064e-05,0.000819259205560099,-0.0492074892886602,0.0512705582559223,72.7510239437722,-0.959761137045474,0.340354394858924,0.858398543863907
"P12709",0.0517607729147703,0.0351821286789557,179.845120029804,1.47122345515526,0.142978258952427,0.370595821699436,-0.0392478933590076,0.0375536863209954,179.845120029804,-1.04511426717289,0.297372839287008,0.571983806924887,0.00824312516005085,0.0352517455092999,179.845120029804,0.233835943184039,0.815378308642278,1,0.0252460672114859,0.0351831983592937,179.845120029804,0.717560323927091,0.473959421685618,0.824071913019519,-0.0157426293313014,0.0355048777740988,179.845120029804,-0.44339342417863,0.658014121842709,0.986011802910089,0.00659949836599787,0.0357851121053552,179.845120029804,0.184420223319917,0.853891592949002,1,0.0223595905569885,0.0351821286789557,179.845120029804,0.635538308697134,0.525885229893297,0.869594475557074,0.0306874571391369,0.0354633989463954,179.845120029804,0.865327578597935,0.388011832422444,0.904970195257181
"P36008",0.0506412141087404,0.0432654558044457,176.827806763281,1.17047684271795,0.243384155057466,0.53386910133528,-0.208880288730898,0.0445732601945739,176.827806763281,-4.68622415814057,5.5354259665816e-06,6.95499488381785e-05,0.106934183247957,0.0433213093818504,176.827806763281,2.46839684150353,0.0145224804129364,0.255133611395168,-0.0297060774617765,0.0431871985751788,176.827806763281,-0.68784451045291,0.492451985414728,0.833699104236803,-0.111763030828034,0.0432512469122168,176.827806763281,-2.58404182091835,0.0105722437990986,0.0520116111697462,0.0445551794797724,0.0433216316026004,176.827806763281,1.02847417863869,0.305131590099048,1,0.0354988268162312,0.0430636987137033,176.827806763281,0.824332973631342,0.410860919397214,0.742231264645317,0.0317746054110863,0.0459908700218236,176.827806763281,0.690889417747667,0.490540981966842,0.971673489101132
"P41338",0.0692045162134105,0.0285839859770269,126.304710436117,2.42109397440338,0.0168955295348812,0.0788797312622464,-0.0245686157175797,0.0289978874068425,126.304710436117,-0.847255366326527,0.398455380949055,0.686718455219721,0.0334270109299978,0.0291295782877701,126.304710436117,1.14752814475285,0.25333236503993,0.880975829377148,0.0250984607078798,0.0285644235164179,126.304710436117,0.878661552313633,0.381253312771286,0.743299909533942,-0.00181278189016169,0.028729881525321,126.304710436117,-0.063097437020894,0.949788661754717,1,-0.00463256524224061,0.0284714875390582,126.304710436117,-0.162708928920046,0.871007649674074,1,0.0752013217784574,0.0286582194529524,126.304710436117,2.62407515937666,0.00975959928638674,0.049761114782564,0.0343000789527725,0.0291268124451143,126.304710436117,1.177611831621,0.24116557735941,0.750725103715582
"P26785",-0.00668206925789141,0.0684440904992428,74.1091362633007,-0.0976281401235851,0.922491140938536,1,-0.229061999139411,0.0683575595067013,74.1091362633007,-3.35093881046113,0.0012698417659097,0.00711659522045793,0.029897810106648,0.0695769121308129,74.1091362633007,0.429708781131829,0.668654335572081,1,-0.0812428178353467,0.0686689116765424,74.1091362633007,-1.18310915160608,0.240547414475924,0.587330280139952,-0.11350280294876,0.0683893154528444,74.1091362633007,-1.65965695368046,0.101209670227262,0.295990545004256,0.0261955427526446,0.0700241874746889,74.1091362633007,0.374092777043837,0.709403488605699,1,-0.0132214345060383,0.068684518556577,74.1091362633007,-0.192495118024995,0.847880916039152,1,-0.0707173386149439,0.068880277344396,74.1091362633007,-1.02667035240527,0.307915132092753,0.82472526942192
"P06780",0.283500145490287,0.086175102741178,71.1215289348675,3.28981499844292,0.00156141380207941,0.0120118779232239,0.175645127217838,0.0972372932515863,71.1215289348675,1.80635557967851,0.0750934192115976,0.207015268919914,0.00792055885927606,0.0875742398000831,71.1215289348675,0.0904439350813359,0.928188681583576,1,0.180725683670496,0.0858531549520652,71.1215289348675,2.10505582201844,0.0388199039885106,0.155681894751851,0.179346723049916,0.0866122966728423,71.1215289348675,2.07068430164548,0.0420191606565104,0.152886617412186,0.0753362277579702,0.0860819817800603,71.1215289348675,0.875168370896182,0.384428315414627,1,0.170519856866566,0.0890646411967189,71.1215289348675,1.91456289022638,0.0595711900598294,0.196458179984544,-0.0320238372182588,0.0890053273028227,71.1215289348675,-0.359796859229607,0.720065242631741,1
"P33204",0.0632142177460218,0.0659458776867649,21.1593993008708,0.958577244908042,0.348597610311554,0.6708194650903,-0.300445762604535,0.0668548176100174,21.1593993008708,-4.49400317501602,0.000196221960047245,0.00149664694719286,0.00205595470887249,0.0661170427410535,21.1593993008708,0.0310956846168182,0.97548467958028,1,-0.0601606850784864,0.0659458776867649,21.1593993008708,-0.912273627841342,0.371902138051966,0.738760507541584,-0.121988645011192,0.0661696816895908,21.1593993008708,-1.8435730971694,0.0792972106896434,0.241001326605779,-0.104070654352353,0.0659458776867649,21.1593993008708,-1.57812221177305,0.129371642801638,0.90795371129877,0.0563614320358754,0.0659458776867649,21.1593993008708,0.854661944201964,0.402311785634588,0.731905243818792,-0.078631619524777,0.0659458776867649,21.1593993008708,-1.19236595649341,0.246318722637418,0.762649032449851
"O94742",8.17245384437755e-20,2.37006554763244e-10,28.0572206894491,3.4481973937562e-10,0.999999999727314,1,-1.83289524720546e-19,2.37006554763244e-10,28.0572206894491,-7.73352133250669e-10,0.999999999388427,1,6.73118991291069e-20,2.37006554763244e-10,28.0572206894491,2.84008597130774e-10,0.999999999775404,1,2.41949657492731e-20,2.37006554763244e-10,28.0572206894491,1.020856396712e-10,0.99999999991927,1,2.34708340780656e-19,2.37006554763244e-10,28.0572206894491,9.90303162775882e-10,0.99999999921686,1,-1.49218778128974e-20,2.37006554763244e-10,28.0572206894491,-6.29597684663342e-11,0.999999999950211,1,2.17877604539222e-20,2.37006554763244e-10,28.0572206894491,9.19289362089031e-11,0.999999999927302,1,1.67701201893655e-19,2.37006554763244e-10,28.0572206894491,7.07580438275974e-10,0.99999999944044,1
"P0CX47,P0CX48",0.197773356859793,0.050363299549879,152.468864727236,3.92693406959808,0.000129974235698544,0.00154969281025187,0.00338257876054767,0.0504252783648059,152.468864727236,0.0670810131394044,0.946605093419776,1,0.0646041221335431,0.050428483150905,152.468864727236,1.28110381468779,0.202102317005049,0.755929913267949,0.142583276761379,0.0503476478456309,152.468864727236,2.83197493552327,0.00525133939216526,0.0366174476534767,0.126293435366625,0.0517851120748457,152.468864727236,2.43879814692863,0.015884478279571,0.0711587899807373,0.016424340291644,0.0504620016805501,152.468864727236,0.325479365555461,0.745264527451812,1,0.204189823921049,0.0502051326755943,152.468864727236,4.06711053310909,7.60852054432047e-05,0.000796838300249779,0.0874381460457818,0.0529920734649427,152.468864727236,1.65002311343086,0.100996804347003,0.461358183170923
"P26784",0.00665887109203369,0.0413883897582825,52.0920720720928,0.160887416275989,0.872804404408237,1,-0.0435183343182717,0.0420651508915844,52.0920720720928,-1.03454601721108,0.305659989684664,0.58360081363812,-0.0152193050755465,0.0414983562933386,52.0920720720928,-0.366744768587124,0.715294954631394,1,-0.00642759853075525,0.0416379335982881,52.0920720720928,-0.154368816492361,0.877915474565114,1,-0.0278275219061552,0.0415174115712214,52.0920720720928,-0.670261484351408,0.505651803114558,0.859745262616195,-0.016171479167506,0.0414087776980456,52.0920720720928,-0.390532637438108,0.697735267521221,1,-0.00417075690899009,0.0415903791307186,52.0920720720928,-0.100281771798266,0.920505589821036,1,0.00865574180183849,0.0413883897582825,52.0920720720928,0.209134538753259,0.835158906159985,1
"P00937",0.0102756281825973,0.0586601617245273,24.3841300434908,0.175172176150016,0.862390815430801,1,0.0532707694667569,0.0612079922174055,24.3841300434908,0.870323752452846,0.392611027438273,0.67999160655276,0.0636792600129819,0.0587981048857703,24.3841300434908,1.08301551787586,0.289395159286496,0.939839113997797,0.0411928485674188,0.0590892444138438,24.3841300434908,0.697129384138273,0.492315402060533,0.833699104236803,0.0799764351077241,0.058877767323168,24.3841300434908,1.35834694051406,0.186789098023122,0.464301481677315,-0.0100166864188131,0.058838605545028,24.3841300434908,-0.170240037574437,0.866225989341601,1,0.0934629416967897,0.0589687841482146,24.3841300434908,1.58495622805917,0.125861043624924,0.336352788997643,-2.92816659514758e-05,0.0598008997590352,24.3841300434908,-0.000489652598363315,0.999613297733168,1
